Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	9.905	6snp		0.707	849	0.25	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	dfrA1-1	dfrA1.manually-added-NC-007384-WP-000777554.1-4111923-4112396	100.0	6.451			0.0	474	0.143	502	1741	dfrA1.manually_added_NC_007384_WP_000777554.1_4111923_4112396
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	5.078	10snp	edge1.0	2.299	435	0.0	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003369.AE014075.3901532-3902762.3356	100.0	26.197	5snp		0.407	1230	0.5	182	523	Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356
reads	srst2	kdpE	kdpE.3003841.NC-000913.3.721055-721733.3608	99.115	6.212	12snp6holes	edge2.0	1.786	678	0.143	586	1851	kdpE.3003841.NC_000913.3.721055_721733.3608
reads	srst2	gyrA-7	gyrA.3003940.NC-004337.2.2352231-2354859.3741	100.0	11.975	37snp	edge1.0	1.408	2628	0.167	569	1833	gyrA.3003940.NC_004337.2.2352231_2354859.3741
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	8.369	22snp	edge1.0	1.82	1209	0.5	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	PmrF	PmrF.3003578.U00096.2367070-2368039.2115	100.0	10.394	6snp		0.619	969	0.286	324	1124	PmrF.3003578.U00096.2367070_2368039.2115
reads	srst2	baeS	baeS.3000829.AP009048.2165012-2166416.608	100.0	10.253	16snp	edge1.0	1.14	1404	0.333	434	1653	baeS.3000829.AP009048.2165012_2166416.608
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	99.359	8.981	28snp6indel2holes	edge0.0	2.247	1248	0.25	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	Pasteurella-multocida-16S	Pasteurella-multocida-16S.3003493.NC-002663.1.341427-342977.3252	93.939	47.407	124snp5indel90holes	edge0.0	8.487	1551	0.5	317	1117	Pasteurella_multocida_16S.3003493.NC_002663.1.341427_342977.3252
reads	srst2	msbA	msbA.3003950.NC-000913.3.966620-968369.3754	99.314	8.715	23snp12holes	edge0.0	1.324	1749	0.333	677	1948	msbA.3003950.NC_000913.3.966620_968369.3754
reads	srst2	ompF	ompF.3003390.NC-007779.986315-987404.2075	100.0	10.109	1snp		0.092	1089	0.167	713	1988	ompF.3003390.NC_007779.986315_987404.2075
reads	srst2	mdtF	mdtF.3000796.U00096.3660413-3663527.286	100.0	13.049	46snp		1.477	3114	0.167	617	1885	mdtF.3000796.U00096.3660413_3663527.286
reads	srst2	mdtC	mdtC.3000794.U00096.2158385-2161463.257	100.0	11.041	42snp		1.365	3078	0.444	614	1882	mdtC.3000794.U00096.2158385_2161463.257
reads	srst2	mdfA	mdfA.3001328.JQ394987.0-1233.561	99.676	8.058	32snp4indel		2.595	1233	0.4	608	1876	mdfA.3001328.JQ394987.0_1233.561
reads	srst2	CRP	CRP.3000518.AP009048.4153663-4154296.461	100.0	12.836	3snp		0.474	633	0.2	122	302	CRP.3000518.AP009048.4153663_4154296.461
reads	srst2	gadW	gadW.3003838.CP015085.1.2551711-2552440.3599	100.0	6.507	42snp		5.761	729	0.2	555	1816	gadW.3003838.CP015085.1.2551711_2552440.3599
reads	srst2	nfsA	nfsA.3003751.NC-000913.3.891183-891906.3520	92.116	4.39	6snp57holes	edge0.0	0.901	723	0.333	702	1977	nfsA.3003751.NC_000913.3.891183_891906.3520
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	10.571	4snp		0.572	699	0.25	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	cpxA	cpxA.3000830.NC-002695.4903561-4904935.605	100.0	12.213	15snp	edge2.0	1.092	1374	0.25	488	1734	cpxA.3000830.NC_002695.4903561_4904935.605
reads	srst2	mdtD	mdtD.3001330.U00096.2161463-2162879.299	100.0	10.452	25snp	edge2.0	1.766	1416	0.5	615	1883	mdtD.3001330.U00096.2161463_2162879.299
reads	srst2	PmrB-1	PmrB.3003583.NC-007779.4336858-4337950.2119	100.0	11.093	10snp		0.916	1092	0.333	321	1121	PmrB.3003583.NC_007779.4336858_4337950.2119
reads	srst2	alaS	alaS.3003830.NC-000913.3.2819380-2822011.3592	100.0	14.028	30snp		1.14	2631	0.2	411	1627	alaS.3003830.NC_000913.3.2819380_2822011.3592
reads	srst2	soxR	soxR.3003381.U00096.4277468-4277933.2074	92.903	9.975	33holes	edge0.0	0.0	465	0.125	782	2088	soxR.3003381.U00096.4277468_4277933.2074
reads	srst2	arnA-1	arnA.3002985.U00096.2368038-2370021.355	100.0	10.74	34snp	edge2.0	1.715	1983	0.375	425	1643	arnA.3002985.U00096.2368038_2370021.355
reads	srst2	baeR	baeR.3000828.NC-007779.2166412-2167135.676	100.0	7.931	16snp	edge2.0	2.213	723	0.429	433	1652	baeR.3000828.NC_007779.2166412_2167135.676
reads	srst2	emrK	emrK.3000206.D78168.536-1592.173	100.0	10.419	19snp		1.799	1056	0.333	537	1794	emrK.3000206.D78168.536_1592.173
reads	srst2	aadA-	aadA3.3002603.AF047479.1295-2087.372	92.424	8.766	57snp1indel59holes	edge0.0	7.776	792	0.5	378	1591	aadA3.3002603.AF047479.1295_2087.372
reads	srst2	emrD	emrD.3000309.GG749185.1.116812-118003.3622	100.0	13.402	19snp		1.595	1191	0.167	534	1791	emrD.3000309.GG749185.1.116812_118003.3622
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	12.505	4snp		0.26	1539	0.25	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	emrA	emrA.3000027.AP009048.2810082-2811255.411	100.0	10.081	20snp	edge2.0	1.705	1173	0.125	532	1789	emrA.3000027.AP009048.2810082_2811255.411
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	100.0	11.336	14snp	edge2.0	0.852	1644	0.286	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	leuO	leuO.3003843.NC-000913.3.84367-85312.3607	100.0	9.444	7snp		0.741	945	0.333	587	1852	leuO.3003843.NC_000913.3.84367_85312.3607
reads	srst2	mdtE	mdtE.3000795.AP009048.3980025-3981183.753	100.0	12.888	8snp		0.691	1158	0.2	616	1884	mdtE.3000795.AP009048.3980025_3981183.753
reads	srst2	emrY	emrY.3000254.D78168.1591-3130.65	100.0	9.804	3snp	edge2.0	0.195	1539	0.167	539	1796	emrY.3000254.D78168.1591_3130.65
reads	srst2	aad-	aada1.manually-added-NC-007384-WP-001206315.1-4110458-4111246	100.0	12.424		edge2.0	0.0	789	0.273	377	1601	aada1.manually_added_NC_007384_WP_001206315.1_4110458_4111246
reads	srst2	emrR	emrR.3000516.NC-000913.3.2810769-2811300.3621	100.0	9.961		edge1.0	0.0	531	0.111	538	1795	emrR.3000516.NC_000913.3.2810769_2811300.3621
