Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	34.765	14snp		1.209	1158	0.059	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	36.458	29snp		0.931	3114	0.229	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	22.033	9snp		1.357	663	0.083	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	17.715	4snp		0.617	648	0.5	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	dfrA1	dfrA1.3002854.AJ400733.1.21-585.3594	100.0	26.768	4snp		0.709	564	0.444	495	1739	dfrA1.3002854.AJ400733.1.21_585.3594
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	22.9	7snp		0.718	975	0.071	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	20.617	4snp		0.966	414	0.071	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	26.024	89snp		2.476	3594	0.091	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	37.162	19snp		1.508	1260	0.077	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	36.791	19snp		1.277	1488	0.103	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	aadA-	aadA3.3002603.AF047479.1295-2087.372	92.045	20.989	59snp3indel60holes	edge0.0	8.06	792	0.25	378	1591	aadA3.3002603.AF047479.1295_2087.372
reads	srst2	parC-2	parC.3003941.NC-004337.2.3159154-3161413.3742	100.0	35.464	18snp		0.797	2259	0.179	727	2005	parC.3003941.NC_004337.2.3159154_3161413.3742
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	33.803	48snp		2.536	1893	0.231	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	35.075	8snp		0.575	1392	0.375	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	100.0	20.172	5snp		0.813	615	0.12	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	32.232	3snp		0.217	1380	0.444	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	100.0	28.477	2snp		0.147	1359	0.154	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	38.403	32snp		1.025	3123	0.139	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	30.014	6snp		0.707	849	0.467	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	dfrA1-1	dfrA1.manually-added-NC-007384-WP-000777554.1-4111923-4112396	100.0	19.676			0.0	474	0.071	502	1741	dfrA1.manually_added_NC_007384_WP_000777554.1_4111923_4112396
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	14.734	10snp		2.299	435	0.222	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003369.AE014075.3901532-3902762.3356	100.0	72.314	2snp		0.163	1230	0.5	182	523	Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356
reads	srst2	kdpE	kdpE.3003841.NC-000913.3.721055-721733.3608	100.0	20.511	12snp		1.77	678	0.125	586	1851	kdpE.3003841.NC_000913.3.721055_721733.3608
reads	srst2	gyrA-7	gyrA.3003294.U00096.2336792-2339420.2052	100.0	38.995	34snp		1.294	2628	0.317	569	1821	gyrA.3003294.U00096.2336792_2339420.2052
reads	srst2	mdtG	mdtG.3001329.NC-007779.1115840-1117067.599	94.214	25.211	8snp71holes	edge2.0	0.692	1227	0.294	618	1886	mdtG.3001329.NC_007779.1115840_1117067.599
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	29.657	22snp		1.82	1209	0.143	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	PmrF	PmrF.3003578.U00096.2367070-2368039.2115	100.0	27.62	6snp		0.619	969	0.382	324	1124	PmrF.3003578.U00096.2367070_2368039.2115
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	100.0	27.759	27snp		2.163	1248	0.4	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	Pasteurella-multocida-16S	Pasteurella-multocida-16S.3003493.NC-002663.1.341427-342977.3252	93.81	142.055	123snp6indel91holes	edge0.0	8.425	1551	0.422	317	1117	Pasteurella_multocida_16S.3003493.NC_002663.1.341427_342977.3252
reads	srst2	msbA	msbA.3003950.NC-000913.3.966620-968369.3754	100.0	34.729	23snp		1.315	1749	0.24	677	1948	msbA.3003950.NC_000913.3.966620_968369.3754
reads	srst2	ompF	ompF.3003390.NC-007779.986315-987404.2075	100.0	32.375	1snp		0.092	1089	0.088	713	1988	ompF.3003390.NC_007779.986315_987404.2075
reads	srst2	mdtF	mdtF.3000796.U00096.3660413-3663527.286	100.0	36.54	46snp		1.477	3114	0.15	617	1885	mdtF.3000796.U00096.3660413_3663527.286
reads	srst2	mdtC	mdtC.3000794.U00096.2158385-2161463.257	100.0	35.681	42snp		1.365	3078	0.3	614	1882	mdtC.3000794.U00096.2158385_2161463.257
reads	srst2	mdfA	mdfA.3001328.JQ394987.0-1233.561	99.594	28.421	32snp5indel		2.595	1233	0.261	608	1876	mdfA.3001328.JQ394987.0_1233.561
reads	srst2	aadA13	aadA13.3002613.NG-036525.633-1431.3363	91.103	18.881	63snp4indel68holes	edge0.0	8.63	798	0.125	380	1579	aadA13.3002613.NG_036525.633_1431.3363
reads	srst2	CRP	CRP.3000518.AP009048.4153663-4154296.461	100.0	26.15	3snp		0.474	633	0.063	122	302	CRP.3000518.AP009048.4153663_4154296.461
reads	srst2	gadW	gadW.3003838.CP015085.1.2551711-2552440.3599	100.0	18.722	42snp		5.761	729	0.143	555	1816	gadW.3003838.CP015085.1.2551711_2552440.3599
reads	srst2	bacA	bacA.3002986.U00096.3203309-3204131.36	99.757	28.41	12snp2holes	edge0.0	1.463	822	0.1	432	1651	bacA.3002986.U00096.3203309_3204131.36
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	30.76	4snp		0.572	699	0.289	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	cpxA	cpxA.3000830.NC-002695.4903561-4904935.605	100.0	32.508	15snp		1.092	1374	0.467	488	1734	cpxA.3000830.NC_002695.4903561_4904935.605
reads	srst2	mdtD	mdtD.3001330.U00096.2161463-2162879.299	100.0	30.27	23snp		1.624	1416	0.367	615	1883	mdtD.3001330.U00096.2161463_2162879.299
reads	srst2	alaS	alaS.3003830.NC-000913.3.2819380-2822011.3592	100.0	40.574	30snp		1.14	2631	0.132	411	1627	alaS.3003830.NC_000913.3.2819380_2822011.3592
reads	srst2	soxS-1	soxS.3003511.NC-000913.4277059-4277383.3528	99.691	20.552	1snp1holes		0.31	324	0.071	785	2091	soxS.3003511.NC_000913.4277059_4277383.3528
reads	srst2	arnA-1	arnA.3002985.U00096.2368038-2370021.355	99.95	31.24	33snp1indel		1.664	1983	0.281	425	1643	arnA.3002985.U00096.2368038_2370021.355
reads	srst2	baeR	baeR.3000828.NC-007779.2166412-2167135.676	100.0	21.751	16snp		2.213	723	0.278	433	1652	baeR.3000828.NC_007779.2166412_2167135.676
reads	srst2	emrK	emrK.3000206.D78168.536-1592.173	100.0	26.085	19snp		1.799	1056	0.206	537	1794	emrK.3000206.D78168.536_1592.173
reads	srst2	emrE-1	emrE.3000264.NC-007779.567537-567870.260	100.0	10.494	25snp	edge1.0	7.508	333	0.1	536	1793	emrE.3000264.NC_007779.567537_567870.260
reads	srst2	emrD	emrD.3000309.GG749185.1.116812-118003.3622	100.0	31.414	19snp		1.595	1191	0.188	534	1791	emrD.3000309.GG749185.1.116812_118003.3622
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	32.191	4snp		0.26	1539	0.212	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	emrA	emrA.3000027.AP009048.2810082-2811255.411	100.0	32.294	20snp		1.705	1173	0.1	532	1789	emrA.3000027.AP009048.2810082_2811255.411
reads	srst2	baeS	baeS.3000829.AP009048.2165012-2166416.608	100.0	26.601	16snp		1.14	1404	0.244	434	1653	baeS.3000829.AP009048.2165012_2166416.608
reads	srst2	mdtE	mdtE.3000795.AP009048.3980025-3981183.753	100.0	35.178	8snp		0.691	1158	0.125	616	1884	mdtE.3000795.AP009048.3980025_3981183.753
reads	srst2	emrY	emrY.3000254.D78168.1591-3130.65	100.0	25.173	3snp		0.195	1539	0.077	539	1796	emrY.3000254.D78168.1591_3130.65
reads	srst2	aad-	aada1.manually-added-NC-007384-WP-001206315.1-4110458-4111246	100.0	30.208			0.0	789	0.08	377	1601	aada1.manually_added_NC_007384_WP_001206315.1_4110458_4111246
reads	srst2	emrR	emrR.3000516.NC-000913.3.2810769-2811300.3621	100.0	27.742			0.0	531	0.053	538	1795	emrR.3000516.NC_000913.3.2810769_2811300.3621
