Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	emrA	emrA.3000027.AP009048.2810082-2811255.411	100.0	22.756	20snp		1.705	1173	0.107	532	1789	emrA.3000027.AP009048.2810082_2811255.411
reads	srst2	emrK	emrK.3000206.D78168.536-1592.173	100.0	18.579	19snp		1.799	1056	0.273	537	1794	emrK.3000206.D78168.536_1592.173
reads	srst2	emrE-1	emrE.3000264.NC-007779.567537-567870.260	100.0	6.919	25snp	edge2.0	7.508	333	0.125	536	1793	emrE.3000264.NC_007779.567537_567870.260
reads	srst2	tetA	tetA.manually-added-NC-009345-WP-000804063.1-1230-2429	100.0	124.46			0.0	1200	0.06	809	2121	tetA.manually_added_NC_009345_WP_000804063.1_1230_2429
reads	srst2	emrD	emrD.3000309.GG749185.1.116812-118003.3622	100.0	20.69	19snp		1.595	1191	0.125	534	1791	emrD.3000309.GG749185.1.116812_118003.3622
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	23.499	4snp		0.26	1539	0.2	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	alaS	alaS.3003830.NC-000913.3.2819380-2822011.3592	100.0	29.366	30snp		1.14	2631	0.167	411	1627	alaS.3003830.NC_000913.3.2819380_2822011.3592
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	100.0	26.914	14snp		0.852	1644	0.167	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	leuO	leuO.3003843.NC-000913.3.84367-85312.3607	100.0	22.728	7snp		0.741	945	0.4	587	1852	leuO.3003843.NC_000913.3.84367_85312.3607
reads	srst2	mdtE	mdtE.3000795.AP009048.3980025-3981183.753	100.0	24.664	8snp		0.691	1158	0.2	616	1884	mdtE.3000795.AP009048.3980025_3981183.753
reads	srst2	emrY	emrY.3000254.D78168.1591-3130.65	100.0	20.629	3snp		0.195	1539	0.2	539	1796	emrY.3000254.D78168.1591_3130.65
reads	srst2	tetR	tetR.manually-added-NC-009345-WP-000164043.1-474-1124	100.0	108.431			0.0	651	0.065	823	2139	tetR.manually_added_NC_009345_WP_000164043.1_474_1124
reads	srst2	emrR	emrR.3000516.NC-000913.3.2810769-2811300.3621	100.0	13.829			0.0	531	0.1	538	1795	emrR.3000516.NC_000913.3.2810769_2811300.3621
